Train_No,Start_Station_Code,Start_Station_Name,End_Station_Code,End_Station_Name,Total_Distance,Duration_Minutes,Duration_Hours,Route_Type
15942,DBRG,DIBRUGARH,JAJ,JHAJHA,1712,2180.0,36.333333333333336,Long
15959,HWH,HOWRAH JN.,DBRG,DIBRUGARH,1507,2180.0,36.333333333333336,Long
15960,DBRG,DIBRUGARH,HWH,HOWRAH JN.,1528,2120.0,35.333333333333336,Long
15967,RNY,RANGIYA JN.,DBRG,DIBRUGARH,604,925.0,15.416666666666666,Long
15968,DBRG,DIBRUGARH,RNY,RANGIYA JN.,603,885.0,14.75,Long
16003,MAS,CHENNAI CENT,NSL,NAGARSOL,1365,1605.0,26.75,Long
16004,NSL,NAGARSOL,MAS,CHENNAI CENT,1363,1635.0,27.25,Long
16021,MAS,CHENNAI CENT,MYS,MYSORE JN.,498,575.0,9.583333333333334,Medium
16022,MYS,MYSORE JN.,MAS,CHENNAI CENT,499,630.0,10.5,Medium
16023,MYS,MYSORE JN.,YPR,YESVANTPUR J,143,190.0,3.1666666666666665,Medium
16024,YPR,YESVANTPUR J,MYS,MYSORE JN.,143,180.0,3.0,Medium
16031,MAS,CHENNAI CENT,SVDK,SHRI MATA VA,2859,3485.0,58.083333333333336,Long
16032,SVDK,SHRI MATA VA,MAS,CHENNAI CENT,2857,3625.0,60.416666666666664,Long
16053,MAS,CHENNAI CENT,TPTY,TIRUPATI,148,215.0,3.5833333333333335,Medium
16054,TPTY,TIRUPATI,MAS,CHENNAI CENT,146,220.0,3.6666666666666665,Medium
16057,MAS,CHENNAI CENT,TPTY,TIRUPATI,148,195.0,3.25,Medium
16058,TPTY,TIRUPATI,MAS,CHENNAI CENT,146,230.0,3.8333333333333335,Medium
16085,AJJ,ARAKKONAM JN,JTJ,JOLARPETTAI,144,190.0,3.1666666666666665,Medium
16086,JTJ,JOLARPETTAI,AJJ,ARAKKONAM JN,144,170.0,2.8333333333333335,Medium
16089,MAS,CHENNAI CENT,JTJ,JOLARPETTAI,212,265.0,4.416666666666667,Medium
16090,JTJ,JOLARPETTAI,MAS,CHENNAI CENT,213,255.0,4.25,Medium
16093,MAS,CHENNAI CENT,LJN,LUCKNOW JN.,2086,2365.0,39.416666666666664,Long
16094,LJN,LUCKNOW JN.,MAS,CHENNAI CENT,2083,2520.0,42.0,Long
16101,MS,CHENNAI EGMO,RMM,RAMESWARAM,664,790.0,13.166666666666666,Long
16102,RMM,RAMESWARAM,MS,CHENNAI EGMO,664,815.0,13.583333333333334,Long
16105,MS,CHENNAI EGMO,TCN,TIRUCHENDUR,775,975.0,16.25,Long
16106,TCN,TIRUCHENDUR,MS,CHENNAI EGMO,774,985.0,16.416666666666668,Long
16115,MS,CHENNAI EGMO,PDY,PONDICHERRY,196,255.0,4.25,Medium
16116,PDY,PONDICHERRY,MS,CHENNAI EGMO,196,235.0,3.9166666666666665,Medium
16127,MS,CHENNAI EGMO,GUV,GURUVAYUR,1095,1295.0,21.583333333333332,Long
16128,GUV,GURUVAYUR,MS,CHENNAI EGMO,1096,1385.0,23.083333333333332,Long
16129,MEJ,VANCHI MANIY,TN,TUTICORIN,31,60.0,1.0,Short
16130,TN,TUTICORIN,MEJ,VANCHI MANIY,31,40.0,0.6666666666666666,Short
16175,MS,CHENNAI EGMO,KIK,KARAIKAL,360,505.0,8.416666666666666,Medium
16176,KIK,KARAIKAL,MS,CHENNAI EGMO,360,490.0,8.166666666666666,Medium
16179,MS,CHENNAI EGMO,MQ,MANNARGUDI,394,500.0,8.333333333333334,Medium
16180,MQ,MANNARGUDI,MS,CHENNAI EGMO,394,500.0,8.333333333333334,Medium
16181,MS,CHENNAI EGMO,SCT,SENGOTTAI JN,682,780.0,13.0,Long
16182,SCT,SENGOTTAI JN,MS,CHENNAI EGMO,682,815.0,13.583333333333334,Long
16183,MS,CHENNAI EGMO,TJ,THANJAVUR JN,351,460.0,7.666666666666667,Medium
16184,TJ,THANJAVUR JN,MS,CHENNAI EGMO,350,430.0,7.166666666666667,Medium
16185,NGT,NAGAPPATTINA,VLNK,VELANKANNI,10,35.0,0.5833333333333334,Short
16186,VLNK,VELANKANNI,NGT,NAGAPPATTINA,10,25.0,0.4166666666666667,Short
16187,KIK,KARAIKAL,ERS,ERNAKULAM. J,591,870.0,14.5,Long
16188,ERS,ERNAKULAM. J,KIK,KARAIKAL,592,815.0,13.583333333333334,Long
16203,MAS,CHENNAI CENT,TPTY,TIRUPATI,148,215.0,3.5833333333333335,Medium
16204,TPTY,TIRUPATI,MAS,CHENNAI CENT,146,240.0,4.0,Medium
16205,TLGP,TALGUPPA,MYS,MYSORE JN.,372,465.0,7.75,Medium
16206,MYS,MYSORE JN.,TLGP,TALGUPPA,372,450.0,7.5,Medium
16209,AII,AJMER JN.,MYS,MYSORE JN.,2278,2910.0,48.5,Long
16210,MYS,MYSORE JN.,AII,AJMER JN.,2279,2830.0,47.166666666666664,Long
16215,MYS,MYSORE JN.,SBC,KRANTIVIRA S,138,165.0,2.75,Medium
16216,SBC,KRANTIVIRA S,MYS,MYSORE JN.,138,170.0,2.8333333333333335,Medium
16217,MYS,MYSORE JN.,SNSI,SAI NAGAR SH,1304,1820.0,30.333333333333332,Long
16218,SNSI,SAI NAGAR SH,MYS,MYSORE JN.,1304,1805.0,30.083333333333332,Long
16227,MYS,MYSORE JN.,TLGP,TALGUPPA,508,695.0,11.583333333333334,Long
16228,TLGP,TALGUPPA,MYS,MYSORE JN.,508,700.0,11.666666666666666,Long
16229,MYS,MYSORE JN.,BSB,VARANASI JN.,2698,3160.0,52.666666666666664,Long
16231,MV,MAYILADUTURA,MYS,MYSORE JN.,676,895.0,14.916666666666666,Long
16232,MYS,MYSORE JN.,MV,MAYILADUTURA,676,930.0,15.5,Long
16233,MV,MAYILADUTURA,TPJ,TIRUCHIRAPPA,120,160.0,2.6666666666666665,Medium
16234,TPJ,TIRUCHIRAPPA,MV,MAYILADUTURA,120,145.0,2.4166666666666665,Medium
16235,TN,TUTICORIN,MYS,MYSORE JN.,775,1030.0,17.166666666666668,Long
16301,SRR,SHORANUR JN.,TVC,TRIVANDRUM C,327,485.0,8.083333333333334,Medium
16302,TVC,TRIVANDRUM C,SRR,SHORANUR JN.,327,475.0,7.916666666666667,Medium
16303,ERS,ERNAKULAM. J,TVC,TRIVANDRUM C,220,295.0,4.916666666666667,Medium
16304,TVC,TRIVANDRUM C,ERS,ERNAKULAM. J,219,310.0,5.166666666666667,Medium
16305,ERS,ERNAKULAM. J,CAN,KANNUR,282,345.0,5.75,Medium
16306,CAN,KANNUR,ERS,ERNAKULAM. J,282,355.0,5.916666666666667,Medium
16307,ALLP,ALLEPPEY,CAN,KANNUR,338,455.0,7.583333333333333,Medium
16308,CAN,KANNUR,ALLP,ALLEPPEY,339,485.0,8.083333333333334,Medium
16311,BKN,BIKANER JN.,KCVL,KOCHUVELI,2701,3190.0,53.166666666666664,Long
16312,KCVL,KOCHUVELI,BKN,BIKANER JN.,2704,3245.0,54.083333333333336,Long
16313,ALLP,ALLEPPEY,CAN,KANNUR,338,455.0,7.583333333333333,Medium
16314,CAN,KANNUR,ALLP,ALLEPPEY,339,485.0,8.083333333333334,Medium
16315,SBC,KRANTIVIRA S,KCVL,KOCHUVELI,829,965.0,16.083333333333332,Long
16316,KCVL,KOCHUVELI,SBC,KRANTIVIRA S,830,950.0,15.833333333333334,Long
16317,CAPE,KANNIYAKUMAR,SVDK,SHRI MATA VA,3769,4385.0,73.08333333333333,Long
16318,SVDK,SHRI MATA VA,CAPE,KANNIYAKUMAR,3765,4320.0,72.0,Long
16331,CSMT,CST-MUMBAI,TVC,TRIVANDRUM C,1953,2350.0,39.166666666666664,Long
16332,TVC,TRIVANDRUM C,CSMT,CST-MUMBAI,1954,2425.0,40.416666666666664,Long
16333,VRL,VERAVAL,TVC,TRIVANDRUM C,2407,2785.0,46.416666666666664,Long
16334,TVC,TRIVANDRUM C,VRL,VERAVAL,2411,2940.0,49.0,Long
16335,GIMB,GANDHIDHAM J,NCJ,NAGERCOIL JN,2348,2695.0,44.916666666666664,Long
16336,NCJ,NAGERCOIL JN,GIMB,GANDHIDHAM J,2352,2775.0,46.25,Long
16337,OKHA,OKHA,ERS,ERNAKULAM. J,2253,2535.0,42.25,Long
16338,ERS,ERNAKULAM. J,OKHA,OKHA,2258,2680.0,44.666666666666664,Long
16339,CSMT,CST-MUMBAI,NCJ,NAGERCOIL JN,1874,2350.0,39.166666666666664,Long
16340,NCJ,NAGERCOIL JN,CSMT,CST-MUMBAI,1875,2300.0,38.333333333333336,Long
16341,GUV,GURUVAYUR,TVC,TRIVANDRUM C,302,390.0,6.5,Medium
16342,TVC,TRIVANDRUM C,GUV,GURUVAYUR,302,410.0,6.833333333333333,Medium
16343,TVC,TRIVANDRUM C,MDU,MADURAI JN,609,880.0,14.666666666666666,Long
16344,MDU,MADURAI JN,TVC,TRIVANDRUM C,610,880.0,14.666666666666666,Long
16345,LTT,LOKMANYA TIL,TVC,TRIVANDRUM C,1510,1815.0,30.25,Long
16346,TVC,TRIVANDRUM C,LTT,LOKMANYA TIL,1514,1855.0,30.916666666666668,Long
16347,TVC,TRIVANDRUM C,MAQ,MANGALORE CE,630,865.0,14.416666666666666,Long
16348,MAQ,MANGALORE CE,TVC,TRIVANDRUM C,632,865.0,14.416666666666666,Long
16349,SRR,SHORANUR JN.,NIL,NILAMBUR ROA,67,75.0,1.25,Short
16350,NIL,NILAMBUR ROA,SRR,SHORANUR JN.,66,80.0,1.3333333333333333,Short
16351,CSMT,CST-MUMBAI,NCJ,NAGERCOIL JN,1942,2405.0,40.083333333333336,Long
16352,NCJ,NAGERCOIL JN,CSMT,CST-MUMBAI,1945,2390.0,39.833333333333336,Long
16353,KCG,KACHEGUDA,NCJ,NAGERCOIL JN,1490,1740.0,29.0,Long
16354,NCJ,NAGERCOIL JN,KCG,KACHEGUDA,1492,1790.0,29.833333333333332,Long
16359,ERS,ERNAKULAM. J,PNBE,PATNA JN.,2987,3500.0,58.333333333333336,Long
16360,PNBE,PATNA JN.,ERS,ERNAKULAM. J,2980,3285.0,54.75,Long
16381,CSMT,CST-MUMBAI,CAPE,KANNIYAKUMAR,2130,2690.0,44.833333333333336,Long
16382,CAPE,KANNIYAKUMAR,CSMT,CST-MUMBAI,2132,2760.0,46.0,Long
16501,ADI,AHMEDABAD,YPR,YESVANTPUR J,1797,2020.0,33.666666666666664,Long
16502,YPR,YESVANTPUR J,ADI,AHMEDABAD,1785,2210.0,36.833333333333336,Long
16505,GIMB,GANDHIDHAM J,SBC,KRANTIVIRA S,1949,2535.0,42.25,Long
16506,SBC,KRANTIVIRA S,GIMB,GANDHIDHAM J,1952,2320.0,38.666666666666664,Long
16507,JU,JODHPUR JN.,SBC,KRANTIVIRA S,2103,2755.0,45.916666666666664,Long
16508,SBC,KRANTIVIRA S,JU,JODHPUR JN.,2104,2580.0,43.0,Long
16515,YPR,YESVANTPUR J,KAWR,KAWR,667,950.0,15.833333333333334,Long
16516,KAWR,KAWR,YPR,YESVANTPUR J,649,900.0,15.0,Long
16517,SBC,KRANTIVIRA S,CAN,KANNUR,579,880.0,14.666666666666666,Long
16518,CAN,KANNUR,SBC,KRANTIVIRA S,578,940.0,15.666666666666666,Long
16519,JTJ,JOLARPETTAI,SBC,KRANTIVIRA S,148,215.0,3.5833333333333335,Medium
16520,SBC,KRANTIVIRA S,JTJ,JOLARPETTAI,148,200.0,3.3333333333333335,Medium
16521,BWT,BANGARPET JN,SBC,KRANTIVIRA S,70,105.0,1.75,Short
16522,SBC,KRANTIVIRA S,BWT,BANGARPET JN,70,95.0,1.5833333333333333,Short
16523,MAQ,MANGALORE CE,KAWR,KAWR,262,315.0,5.25,Medium
16524,KAWR,KAWR,MAQ,MANGALORE CE,260,340.0,5.666666666666667,Medium
16525,CAPE,KANNIYAKUMAR,SBC,KRANTIVIRA S,934,1250.0,20.833333333333332,Long
16526,SBC,KRANTIVIRA S,CAPE,KANNIYAKUMAR,934,1160.0,19.333333333333332,Long
16527,YPR,YESVANTPUR J,CAN,KANNUR,655,800.0,13.333333333333334,Long
16528,CAN,KANNUR,YPR,YESVANTPUR J,654,835.0,13.916666666666666,Long
16531,AII,AJMER JN.,SBC,KRANTIVIRA S,2213,2835.0,47.25,Long
16532,SBC,KRANTIVIRA S,AII,AJMER JN.,2201,2920.0,48.666666666666664,Long
16533,BGKT,BHAGAT-KI-KO,SBC,KRANTIVIRA S,2173,2835.0,47.25,Long
16534,SBC,KRANTIVIRA S,BGKT,BHAGAT-KI-KO,2161,2865.0,47.75,Long
16535,MYS,MYSORE JN.,SUR,SOLAPUR,966,1240.0,20.666666666666668,Long
16536,SUR,SOLAPUR,MYS,MYSORE JN.,964,1250.0,20.833333333333332,Long
16557,MYS,MYSORE JN.,SBC,KRANTIVIRA S,138,160.0,2.6666666666666665,Medium
16558,SBC,KRANTIVIRA S,MYS,MYSORE JN.,138,180.0,3.0,Medium
16565,YPR,YESVANTPUR J,MAQ,MANGALORE CE,833,1065.0,17.75,Long
16566,MAQ,MANGALORE CE,YPR,YESVANTPUR J,833,1035.0,17.25,Long
16569,YPR,YESVANTPUR J,KCG,KACHEGUDA,611,780.0,13.0,Long
16570,KCG,KACHEGUDA,YPR,YESVANTPUR J,599,810.0,13.5,Long
16571,YPR,YESVANTPUR J,BIDR,BIDAR,687,855.0,14.25,Long
16572,BIDR,BIDAR,YPR,YESVANTPUR J,687,815.0,13.583333333333334,Long
16573,YPR,YESVANTPUR J,PDY,PONDICHERRY,453,615.0,10.25,Medium
16574,PDY,PONDICHERRY,YPR,YESVANTPUR J,452,690.0,11.5,Medium
16575,YPR,YESVANTPUR J,MAJN,MANGALORE JN,409,585.0,9.75,Medium
16576,MAJN,MANGALORE JN,YPR,YESVANTPUR J,394,540.0,9.0,Medium
16577,YPR,YESVANTPUR J,HRR,HARIHAR JN.,333,435.0,7.25,Medium
16578,HRR,HARIHAR JN.,YPR,YESVANTPUR J,332,375.0,6.25,Medium
16579,YPR,YESVANTPUR J,SMET,SHIMOGA TOWN,268,345.0,5.75,Medium
16580,SMET,SHIMOGA TOWN,YPR,YESVANTPUR J,267,330.0,5.5,Medium
16581,YPR,YESVANTPUR J,SMET,SHIMOGA TOWN,268,370.0,6.166666666666667,Medium
16582,SMET,SHIMOGA TOWN,YPR,YESVANTPUR J,267,365.0,6.083333333333333,Medium
16587,YPR,YESVANTPUR J,BKN,BIKANER JN.,2440,2990.0,49.833333333333336,Long
16588,BKN,BIKANER JN.,YPR,YESVANTPUR J,2440,3190.0,53.166666666666664,Long
16589,SBC,KRANTIVIRA S,KOP,CHHATRAPATI,797,985.0,16.416666666666668,Long
16590,KOP,CHHATRAPATI,SBC,KRANTIVIRA S,794,1000.0,16.666666666666668,Long
16591,UBL,HUBLI JN.,MYS,MYSORE JN.,668,895.0,14.916666666666666,Long
16592,MYS,MYSORE JN.,UBL,HUBLI JN.,668,940.0,15.666666666666666,Long
16593,NED,NANDED,SBC,KRANTIVIRA S,1021,1410.0,23.5,Long
16594,SBC,KRANTIVIRA S,NED,NANDED,1021,1485.0,24.75,Long
16603,MAQ,MANGALORE CE,TVC,TRIVANDRUM C,620,820.0,13.666666666666666,Long
16604,TVC,TRIVANDRUM C,MAQ,MANGALORE CE,619,760.0,12.666666666666666,Long
16605,MAQ,MANGALORE CE,NCJ,NAGERCOIL JN,691,955.0,15.916666666666666,Long
16606,NCJ,NAGERCOIL JN,MAQ,MANGALORE CE,689,900.0,15.0,Long
16613,RJT,RAJKOT,CBE,COIMBATORE,2220,2675.0,44.583333333333336,Long
16614,CBE,COIMBATORE,RJT,RAJKOT,2222,2610.0,43.5,Long
16615,MQ,MANNARGUDI,CBE,COIMBATORE,334,510.0,8.5,Medium
16616,CBE,COIMBATORE,MQ,MANNARGUDI,334,430.0,7.166666666666667,Medium
16617,RMM,RAMESWARAM,CBE,COIMBATORE,498,700.0,11.666666666666666,Medium
16618,CBE,COIMBATORE,RMM,RAMESWARAM,498,645.0,10.75,Medium
16629,TVC,TRIVANDRUM C,MAQ,MANGALORE CE,631,930.0,15.5,Long
16630,MAQ,MANGALORE CE,TVC,TRIVANDRUM C,632,895.0,14.916666666666666,Long
16649,MAQ,MANGALORE CE,NCJ,NAGERCOIL JN,703,930.0,15.5,Long
16650,NCJ,NAGERCOIL JN,MAQ,MANGALORE CE,702,955.0,15.916666666666666,Long
16687,MAQ,MANGALORE CE,SVDK,SHRI MATA VA,3663,4215.0,70.25,Long
16688,SVDK,SHRI MATA VA,MAQ,MANGALORE CE,3661,4370.0,72.83333333333333,Long
16723,MS,CHENNAI EGMO,QLN,QUILON,858,1030.0,17.166666666666668,Long
16724,QLN,QUILON,MS,CHENNAI EGMO,858,1025.0,17.083333333333332,Long
16733,RMM,RAMESWARAM,OKHA,OKHA,3177,3815.0,63.583333333333336,Long
16734,OKHA,OKHA,RMM,RAMESWARAM,3175,3615.0,60.25,Long
16779,TPTY,TIRUPATI,RMM,RAMESWARAM,816,1115.0,18.583333333333332,Long
16780,RMM,RAMESWARAM,TPTY,TIRUPATI,817,1095.0,18.25,Long
16787,TEN,TIRUNELVELI,ED,ERODE JN.,454,585.0,9.75,Medium
16788,ED,ERODE JN.,TEN,TIRUNELVELI,454,565.0,9.416666666666666,Medium
16790,ED,ERODE JN.,TEN,TIRUNELVELI,454,675.0,11.25,Medium
16791,PUU,PUNALUR,PGT,PALAKKAD JN,347,600.0,10.0,Medium
16792,PGT,PALAKKAD JN,PUU,PUNALUR,348,565.0,9.416666666666666,Medium
16793,RMM,RAMESWARAM,FD,FAIZABAD JN.,2916,3450.0,57.5,Long
16794,FD,FAIZABAD JN.,RMM,RAMESWARAM,2912,3315.0,55.25,Long
16853,MS,CHENNAI EGMO,TPJ,TIRUCHIRAPPA,400,465.0,7.75,Medium
16854,TPJ,TIRUCHIRAPPA,MS,CHENNAI EGMO,400,470.0,7.833333333333333,Medium
16855,PDY,PONDICHERRY,MAQ,MANGALORE CE,796,1015.0,16.916666666666668,Long
16856,MAQ,MANGALORE CE,PDY,PONDICHERRY,795,1015.0,16.916666666666668,Long
16857,PDY,PONDICHERRY,MAQ,MANGALORE CE,861,1040.0,17.333333333333332,Long
16858,MAQ,MANGALORE CE,PDY,PONDICHERRY,861,1015.0,16.916666666666668,Long
16859,MS,CHENNAI EGMO,MAQ,MANGALORE CE,983,1350.0,22.5,Long
16860,MAQ,MANGALORE CE,MS,CHENNAI EGMO,982,1280.0,21.333333333333332,Long
16861,PDY,PONDICHERRY,CAPE,KANNIYAKUMAR,699,930.0,15.5,Long
16862,CAPE,KANNIYAKUMAR,PDY,PONDICHERRY,698,935.0,15.583333333333334,Long
16863,BGKT,BHAGAT-KI-KO,MQ,MANNARGUDI,2853,2985.0,49.75,Long
16864,MQ,MANNARGUDI,BGKT,BHAGAT-KI-KO,2855,3205.0,53.416666666666664,Long
17001,SNSI,SAI NAGAR SH,SC,SECUNDERABAD,771,950.0,15.833333333333334,Long
17002,SC,SECUNDERABAD,SNSI,SAI NAGAR SH,771,998.0,16.633333333333333,Long
17009,BIDR,BIDAR,HYB,HYDERABAD DE,163,215.0,3.5833333333333335,Medium
17010,SC,SECUNDERABAD,BIDR,BIDAR,162,210.0,3.5,Medium
17011,HYB,HYDERABAD DE,SKZR,SIRPURKAGHAZ,316,370.0,6.166666666666667,Medium
17012,SKZR,SIRPURKAGHAZ,SC,SECUNDERABAD,305,345.0,5.75,Medium
17013,PUNE,PUNE JN.,HYB,HYDERABAD DE,639,855.0,14.25,Long
17014,HYB,HYDERABAD DE,PUNE,PUNE JN.,640,870.0,14.5,Long
17015,BBS,BHUBANESWAR,SC,SECUNDERABAD,1135,1380.0,23.0,Long
17016,SC,SECUNDERABAD,BBS,BHUBANESWAR,1135,1370.0,22.833333333333332,Long
17017,RJT,RAJKOT,SC,SECUNDERABAD,1467,1745.0,29.083333333333332,Long
17018,SC,SECUNDERABAD,RJT,RAJKOT,1468,1680.0,28.0,Long
17019,JP,JAIPUR JN.,HYB,HYDERABAD DE,2002,2470.0,41.166666666666664,Long
17020,HYB,HYDERABAD DE,JP,JAIPUR JN.,2004,2350.0,39.166666666666664,Long
17021,HYB,HYDERABAD DE,GTL,GUNTAKAL JN.,376,465.0,7.75,Medium
17022,GTL,GUNTAKAL JN.,HYB,HYDERABAD DE,373,640.0,10.666666666666666,Medium
17023,SC,SECUNDERABAD,KRNT,KURNOOL TOWN,243,300.0,5.0,Medium
17024,KRNT,KURNOOL TOWN,SC,SECUNDERABAD,243,295.0,4.916666666666667,Medium
17025,MUGR,MANUGURU,SC,SECUNDERABAD,341,435.0,7.25,Medium
17026,SC,SECUNDERABAD,MUGR,MANUGURU,341,435.0,7.25,Medium
17027,SC,SECUNDERABAD,KRNT,KURNOOL TOWN,243,280.0,4.666666666666667,Medium
17028,KRNT,KURNOOL TOWN,SC,SECUNDERABAD,243,330.0,5.5,Medium
17031,CSMT,CST-MUMBAI,HYB,HYDERABAD DE,791,1030.0,17.166666666666668,Long
17032,HYB,HYDERABAD DE,CSMT,CST-MUMBAI,793,985.0,16.416666666666668,Long
17037,SC,SECUNDERABAD,BKN,BIKANER JN.,2120,2455.0,40.916666666666664,Long
17038,BKN,BIKANER JN.,SC,SECUNDERABAD,2121,2470.0,41.166666666666664,Long
17057,CSMT,CST-MUMBAI,SC,SECUNDERABAD,875,1040.0,17.333333333333332,Long
17058,SC,SECUNDERABAD,CSMT,CST-MUMBAI,875,1125.0,18.75,Long
17063,MMR,MANMAD JN.,SC,SECUNDERABAD,615,720.0,12.0,Long
17064,SC,SECUNDERABAD,MMR,MANMAD JN.,615,755.0,12.583333333333334,Long
17201,GNT,GUNTUR JN.,SC,SECUNDERABAD,391,465.0,7.75,Medium
17202,SC,SECUNDERABAD,GNT,GUNTUR JN.,390,495.0,8.25,Medium
17203,BVC,BHAVNAGAR TE,COA,KAKINADA POR,2051,2450.0,40.833333333333336,Long
17204,COA,KAKINADA POR,BVC,BHAVNAGAR TE,2053,2400.0,40.0,Long
17205,SNSI,SAI NAGAR SH,COA,KAKINADA POR,1346,1585.0,26.416666666666668,Long
17206,COA,KAKINADA POR,SNSI,SAI NAGAR SH,1347,1638.0,27.3,Long
17207,SNSI,SAI NAGAR SH,BZA,VIJAYWADA JN,1129,1325.0,22.083333333333332,Long
17208,BZA,VIJAYWADA JN,SNSI,SAI NAGAR SH,1130,1363.0,22.716666666666665,Long
17209,SBC,KRANTIVIRA S,CCT,KAKINADA TOW,962,1185.0,19.75,Long
17210,CCT,KAKINADA TOW,SBC,KRANTIVIRA S,962,1135.0,18.916666666666668,Long
17211,MTM,MACHILIPATNA,YPR,YESVANTPUR J,768,1110.0,18.5,Long
17212,YPR,YESVANTPUR J,MTM,MACHILIPATNA,768,1005.0,16.75,Long
17213,NS,NARASAPUR,NSL,NAGARSOL,1092,1325.0,22.083333333333332,Long
17214,NSL,NAGARSOL,NS,NARASAPUR,1092,1425.0,23.75,Long
17215,BZA,VIJAYWADA JN,DMM,DHARMAVARAM,619,830.0,13.833333333333334,Long
17216,DMM,DHARMAVARAM,BZA,VIJAYWADA JN,619,890.0,14.833333333333334,Long
17221,COA,KAKINADA POR,LTT,LOKMANYA TIL,1306,1580.0,26.333333333333332,Long
17222,LTT,LOKMANYA TIL,COA,KAKINADA POR,1306,1505.0,25.083333333333332,Long
17225,BZA,VIJAYWADA JN,UBL,HUBLI JN.,693,935.0,15.583333333333334,Long
17226,UBL,HUBLI JN.,BZA,VIJAYWADA JN,691,945.0,15.75,Long
17229,TVC,TRIVANDRUM C,HYB,HYDERABAD DE,1562,1780.0,29.666666666666668,Long
17230,HYB,HYDERABAD DE,TVC,TRIVANDRUM C,1563,1865.0,31.083333333333332,Long
17231,NS,NARASAPUR,NSL,NAGARSOL,1048,1415.0,23.583333333333332,Long
17232,NSL,NAGARSOL,NS,NARASAPUR,1048,1425.0,23.75,Long
17233,SC,SECUNDERABAD,BPQ,BALHARSHAH,375,575.0,9.583333333333334,Medium
17234,BPQ,BALHARSHAH,SC,SECUNDERABAD,374,515.0,8.583333333333334,Medium
17235,SBC,KRANTIVIRA S,NCJ,NAGERCOIL JN,669,875.0,14.583333333333334,Long
17236,NCJ,NAGERCOIL JN,SBC,KRANTIVIRA S,668,835.0,13.916666666666666,Long
17239,GNT,GUNTUR JN.,VSKP,VISAKHAPATNA,382,620.0,10.333333333333334,Medium
17240,VSKP,VISAKHAPATNA,GNT,GUNTUR JN.,383,490.0,8.166666666666666,Medium
17241,NS,NARASAPUR,NDD,NIDADAVOLU J,76,120.0,2.0,Short
17242,NDD,NIDADAVOLU J,NS,NARASAPUR,77,125.0,2.0833333333333335,Short
17255,NS,NARASAPUR,HYB,HYDERABAD DE,462,630.0,10.5,Medium
17256,HYB,HYDERABAD DE,NS,NARASAPUR,464,655.0,10.916666666666666,Medium
17301,MYS,MYSORE JN.,DWR,DHARWAD,493,570.0,9.5,Medium
17302,DWR,DHARWAD,MYS,MYSORE JN.,490,630.0,10.5,Medium
17305,UBL,HUBLI JN.,LD,LONDA JN.,90,125.0,2.0833333333333335,Short
17307,MYS,MYSORE JN.,BGK,BAGALKOT,993,1360.0,22.666666666666668,Long
17308,BGK,BAGALKOT,MYS,MYSORE JN.,994,1420.0,23.666666666666668,Long
17309,YPR,YESVANTPUR J,VSG,VASCO-DA-GAM,665,930.0,15.5,Long
17310,VSG,VASCO-DA-GAM,YPR,YESVANTPUR J,662,905.0,15.083333333333334,Long
17311,MAS,CHENNAI CENT,VSG,VASCO-DA-GAM,1029,1320.0,22.0,Long
17312,VSG,VASCO-DA-GAM,MAS,CHENNAI CENT,1027,1275.0,21.25,Long
17315,VSG,VASCO-DA-GAM,VLNK,VELANKANNI,1269,1645.0,27.416666666666668,Long
17316,VLNK,VELANKANNI,VSG,VASCO-DA-GAM,1273,1815.0,30.25,Long
17317,UBL,HUBLI JN.,LTT,LOKMANYA TIL,732,930.0,15.5,Long
17318,LTT,LOKMANYA TIL,UBL,HUBLI JN.,731,990.0,16.5,Long
17319,UBL,HUBLI JN.,SC,SECUNDERABAD,660,895.0,14.916666666666666,Long
17320,SC,SECUNDERABAD,UBL,HUBLI JN.,661,950.0,15.833333333333334,Long
17321,UBL,HUBLI JN.,LTT,LOKMANYA TIL,796,1105.0,18.416666666666668,Long
17322,LTT,LOKMANYA TIL,UBL,HUBLI JN.,797,1220.0,20.333333333333332,Long
17323,UBL,HUBLI JN.,BSB,VARANASI JN.,2037,2530.0,42.166666666666664,Long
17324,BSB,VARANASI JN.,UBL,HUBLI JN.,2037,2395.0,39.916666666666664,Long
17325,UBL,HUBLI JN.,MYS,MYSORE JN.,607,760.0,12.666666666666666,Long
17326,MYS,MYSORE JN.,UBL,HUBLI JN.,609,775.0,12.916666666666666,Long
17401,TPTY,TIRUPATI,MTM,MACHILIPATNA,466,610.0,10.166666666666666,Medium
17402,MTM,MACHILIPATNA,TPTY,TIRUPATI,466,575.0,9.583333333333334,Medium
17403,GDV,GUDIVADA JN.,NS,NARASAPUR,94,140.0,2.3333333333333335,Short
17404,NS,NARASAPUR,GDV,GUDIVADA JN.,94,165.0,2.75,Short
17405,TPTY,TIRUPATI,ADB,ADILABAD,1154,1490.0,24.833333333333332,Long
17406,ADB,ADILABAD,TPTY,TIRUPATI,1153,1480.0,24.666666666666668,Long
17407,TPTY,TIRUPATI,MQ,MANNARGUDI,462,640.0,10.666666666666666,Medium
17408,MQ,MANNARGUDI,TPTY,TIRUPATI,463,650.0,10.833333333333334,Medium
17409,ADB,ADILABAD,NED,NANDED,184,240.0,4.0,Medium
17410,NED,NANDED,ADB,ADILABAD,184,240.0,4.0,Medium
