Train_No,Start_Station_Code,Start_Station_Name,End_Station_Code,End_Station_Name,Total_Distance,Duration_Minutes,Duration_Hours,Route_Type
78513,VBL,BOBBILI JN.,SALR,SALUR,16,40.0,0.6666666666666666,Short
78514,SALR,SALUR,VBL,BOBBILI JN.,16,40.0,0.6666666666666666,Short
78515,VBL,BOBBILI JN.,SALR,SALUR,16,40.0,0.6666666666666666,Short
78516,SALR,SALUR,VBL,BOBBILI JN.,16,40.0,0.6666666666666666,Short
78517,VBL,BOBBILI JN.,SALR,SALUR,16,40.0,0.6666666666666666,Short
78518,SALR,SALUR,VBL,BOBBILI JN.,16,40.0,0.6666666666666666,Short
78519,VBL,BOBBILI JN.,SALR,SALUR,16,40.0,0.6666666666666666,Short
78520,SALR,SALUR,VBL,BOBBILI JN.,16,40.0,0.6666666666666666,Short
78531,VZM,VIZIANAGARAM,VSKP,VISAKHAPATNA,60,85.0,1.4166666666666667,Short
78534,VZM,VIZIANAGARAM,PSA,PALASA,142,185.0,3.0833333333333335,Medium
78801,G,GONDIA JN.,KGE,KATANGI,89,150.0,2.5,Short
78802,KGE,KATANGI,G,GONDIA JN.,87,140.0,2.3333333333333335,Short
78803,G,GONDIA JN.,KGE,KATANGI,89,155.0,2.5833333333333335,Short
78804,KGE,KATANGI,G,GONDIA JN.,87,140.0,2.3333333333333335,Short
78805,G,GONDIA JN.,KGE,KATANGI,89,140.0,2.3333333333333335,Short
78806,KGE,KATANGI,G,GONDIA JN.,87,155.0,2.5833333333333335,Short
78807,G,GONDIA JN.,WRI,WARASEONI,60,105.0,1.75,Short
78808,WRI,WARASEONI,G,GONDIA JN.,58,95.0,1.5833333333333333,Short
78809,G,GONDIA JN.,KGE,KATANGI,89,140.0,2.3333333333333335,Short
78810,KGE,KATANGI,G,GONDIA JN.,87,140.0,2.3333333333333335,Short
78811,TMR,TUMSAR RD,TRDI,TIRODI,47,80.0,1.3333333333333333,Short
78812,TRDI,TIRODI,TMR,TUMSAR RD,46,80.0,1.3333333333333333,Short
78813,TMR,TUMSAR RD,TRDI,TIRODI,47,80.0,1.3333333333333333,Short
78814,TRDI,TIRODI,TMR,TUMSAR RD,46,80.0,1.3333333333333333,Short
78815,R,RAIPUR JN.,GUDM,GUDUM,149,225.0,3.75,Medium
78816,DRZ,DALLI-RAJHAR,R,RAIPUR JN.,129,195.0,3.25,Medium
78817,DURG,DURG,DRZ,DALLI-RAJHAR,89,125.0,2.0833333333333335,Short
78818,GUDM,GUDUM,DURG,DURG,104,155.0,2.5833333333333335,Medium
78819,BPQ,BALHARSHAH,G,GONDIA JN.,249,460.0,7.666666666666667,Medium
78820,G,GONDIA JN.,BPQ,BALHARSHAH,249,355.0,5.916666666666667,Medium
78821,G,GONDIA JN.,KGE,KATANGI,89,165.0,2.75,Short
78822,KGE,KATANGI,G,GONDIA JN.,87,155.0,2.5833333333333335,Short
78824,DURG,DURG,DRZ,DALLI-RAJHAR,89,120.0,2.0,Short
78825,DRZ,DALLI-RAJHAR,DURG,DURG,87,120.0,2.0,Short
78826,DRZ,DALLI-RAJHAR,DURG,DURG,87,120.0,2.0,Short
78827,DURG,DURG,DRZ,DALLI-RAJHAR,89,120.0,2.0,Short
79301,RTM,RATLAM JN,BHL,BHILWARA,242,385.0,6.416666666666667,Medium
79302,BHL,BHILWARA,RTM,RATLAM JN,242,425.0,7.083333333333333,Medium
79303,RTM,RATLAM JN,COR,CHITTAURGARH,188,255.0,4.25,Medium
79304,COR,CHITTAURGARH,RTM,RATLAM JN,188,240.0,4.0,Medium
79305,DADN,MHOW,RTM,RATLAM JN,139,230.0,3.8333333333333335,Medium
79306,RTM,RATLAM JN,DADN,MHOW,139,220.0,3.6666666666666665,Medium
79307,DADN,MHOW,INDB,INDORE BG,21,60.0,1.0,Short
79308,INDB,INDORE BG,DADN,MHOW,21,55.0,0.9166666666666666,Short
79309,DADN,MHOW,RTM,RATLAM JN,139,240.0,4.0,Medium
79310,RTM,RATLAM JN,DADN,MHOW,139,230.0,3.8333333333333335,Medium
79311,DADN,MHOW,INDB,INDORE BG,21,55.0,0.9166666666666666,Short
79312,INDB,INDORE BG,DADN,MHOW,21,55.0,0.9166666666666666,Short
79313,DADN,MHOW,RTM,RATLAM JN,139,245.0,4.083333333333333,Medium
79314,RTM,RATLAM JN,DADN,MHOW,139,230.0,3.8333333333333335,Medium
79315,DADN,MHOW,INDB,INDORE BG,21,55.0,0.9166666666666666,Short
79316,INDB,INDORE BG,DADN,MHOW,21,55.0,0.9166666666666666,Short
79317,DADN,MHOW,RTM,RATLAM JN,139,235.0,3.9166666666666665,Medium
79318,RTM,RATLAM JN,DADN,MHOW,139,220.0,3.6666666666666665,Medium
79319,INDB,INDORE BG,DADN,MHOW,21,55.0,0.9166666666666666,Short
79320,DADN,MHOW,INDB,INDORE BG,21,55.0,0.9166666666666666,Short
79321,INDB,INDORE BG,DADN,MHOW,21,55.0,0.9166666666666666,Short
79322,DADN,MHOW,INDB,INDORE BG,21,55.0,0.9166666666666666,Short
79323,INDB,INDORE BG,DADN,MHOW,21,55.0,0.9166666666666666,Short
79324,DADN,MHOW,INDB,INDORE BG,21,55.0,0.9166666666666666,Short
79325,INDB,INDORE BG,DADN,MHOW,21,55.0,0.9166666666666666,Short
79326,DADN,MHOW,INDB,INDORE BG,21,55.0,0.9166666666666666,Short
79413,ANND,ANAND JN.,CBY,KHAMBHAT,51,105.0,1.75,Short
79414,CBY,KHAMBHAT,ANND,ANAND JN.,51,90.0,1.5,Short
79415,ANND,ANAND JN.,CBY,KHAMBHAT,51,105.0,1.75,Short
79416,CBY,KHAMBHAT,ANND,ANAND JN.,51,90.0,1.5,Short
79417,ANND,ANAND JN.,CBY,KHAMBHAT,51,100.0,1.6666666666666667,Short
79418,CBY,KHAMBHAT,ANND,ANAND JN.,51,100.0,1.6666666666666667,Short
79419,ANND,ANAND JN.,CBY,KHAMBHAT,51,100.0,1.6666666666666667,Short
79420,CBY,KHAMBHAT,ANND,ANAND JN.,51,100.0,1.6666666666666667,Short
79421,ANND,ANAND JN.,CBY,KHAMBHAT,51,100.0,1.6666666666666667,Short
79422,CBY,KHAMBHAT,ANND,ANAND JN.,51,100.0,1.6666666666666667,Short
79423,ANND,ANAND JN.,CBY,KHAMBHAT,51,105.0,1.75,Short
79424,CBY,KHAMBHAT,ANND,ANAND JN.,51,100.0,1.6666666666666667,Short
79425,ANND,ANAND JN.,CBY,KHAMBHAT,51,100.0,1.6666666666666667,Short
79426,CBY,KHAMBHAT,ANND,ANAND JN.,51,90.0,1.5,Short
79427,ANND,ANAND JN.,CBY,KHAMBHAT,51,100.0,1.6666666666666667,Short
79428,CBY,KHAMBHAT,ANND,ANAND JN.,51,100.0,1.6666666666666667,Short
79429,ANND,ANAND JN.,ADI,AHMEDABAD,63,115.0,1.9166666666666667,Short
79430,ADI,AHMEDABAD,ANND,ANAND JN.,63,90.0,1.5,Short
79431,ADI,AHMEDABAD,MSH,MAHESANA JN,68,100.0,1.6666666666666667,Short
79432,MSH,MAHESANA JN,ADI,AHMEDABAD,68,135.0,2.25,Short
79433,ADI,AHMEDABAD,PTN,PATAN,109,185.0,3.0833333333333335,Medium
79434,PTN,PATAN,ADI,AHMEDABAD,109,175.0,2.9166666666666665,Medium
79435,ADI,AHMEDABAD,PTN,PATAN,109,180.0,3.0,Medium
79436,PTN,PATAN,ADI,AHMEDABAD,109,170.0,2.8333333333333335,Medium
79437,MSH,MAHESANA JN,ABR,ABU ROAD,118,195.0,3.25,Medium
79438,ABR,ABU ROAD,MSH,MAHESANA JN,117,170.0,2.8333333333333335,Medium
79441,WKR,WANKANER,MVI,MORVI,28,45.0,0.75,Short
79442,MVI,MORVI,WKR,WANKANER,28,45.0,0.75,Short
79443,WKR,WANKANER,MVI,MORVI,28,50.0,0.8333333333333334,Short
79444,MVI,MORVI,WKR,WANKANER,28,45.0,0.75,Short
79445,WKR,WANKANER,RJT,RAJKOT,98,215.0,3.5833333333333335,Short
79446,MVI,MORVI,WKR,WANKANER,28,45.0,0.75,Short
79447,WKR,WANKANER,MVI,MORVI,28,45.0,0.75,Short
79448,MVI,MORVI,WKR,WANKANER,28,45.0,0.75,Short
79449,MVI,MORVI,MALB,MALIYA MIYAN,47,90.0,1.5,Short
79450,MALB,MALIYA MIYAN,MVI,MORVI,47,90.0,1.5,Short
79451,WKR,WANKANER,MVI,MORVI,28,45.0,0.75,Short
79452,MVI,MORVI,WKR,WANKANER,28,45.0,0.75,Short
79453,WKR,WANKANER,MVI,MORVI,28,45.0,0.75,Short
79454,RJT,RAJKOT,WKR,WANKANER,98,240.0,4.0,Short
79455,BRC,VADODARA JN.,CTD,CHHOTA UDEPU,105,170.0,2.8333333333333335,Medium
79456,CTD,CHHOTA UDEPU,BRC,VADODARA JN.,105,175.0,2.9166666666666665,Medium
79457,SUNR,SURENDRANAGA,DHG,DHRANGADHRA,36,60.0,1.0,Short
79458,DHG,DHRANGADHRA,SUNR,SURENDRANAGA,36,60.0,1.0,Short
79459,SUNR,SURENDRANAGA,DHG,DHRANGADHRA,36,60.0,1.0,Short
79460,DHG,DHRANGADHRA,SUNR,SURENDRANAGA,36,60.0,1.0,Short
79481,VJF,VIJAPUR,AJM,ADRAJ MOTI,39,115.0,1.9166666666666667,Short
79482,AJM,ADRAJ MOTI,VJF,VIJAPUR,39,105.0,1.75,Short
79483,VJF,VIJAPUR,AJM,ADRAJ MOTI,39,105.0,1.75,Short
79484,AJM,ADRAJ MOTI,VJF,VIJAPUR,39,110.0,1.8333333333333333,Short
79485,VJF,VIJAPUR,UMNF,AMBLIYASAN J,1,110.0,1.8333333333333333,Short
79486,UMNF,AMBLIYASAN J,VJF,VIJAPUR,1,110.0,1.8333333333333333,Short
79487,VJF,VIJAPUR,UMNF,AMBLIYASAN J,1,110.0,1.8333333333333333,Short
79488,UMNF,AMBLIYASAN J,VJF,VIJAPUR,1,110.0,1.8333333333333333,Short
79489,VJF,VIJAPUR,UMNF,AMBLIYASAN J,1,110.0,1.8333333333333333,Short
79490,UMNF,AMBLIYASAN J,VJF,VIJAPUR,1,110.0,1.8333333333333333,Short
82355,PNBE,PATNA JN.,CSMT,CST-MUMBAI,1712,1625.0,27.083333333333332,Long
82601,MS,CHENNAI EGMO,TEN,TIRUNELVELI,649,775.0,12.916666666666666,Long
82606,TEN,TIRUNELVELI,MS,CHENNAI EGMO,649,720.0,12.0,Long
82631,MAS,CHENNAI CENT,ERS,ERNAKULAM. J,695,765.0,12.75,Long
82635,MAS,CHENNAI CENT,QLN,QUILON,849,960.0,16.0,Long
82651,YPR,YESVANTPUR J,SVDK,SHRI MATA VA,3211,3415.0,56.916666666666664,Long
82652,SVDK,SHRI MATA VA,YPR,YESVANTPUR J,3212,3440.0,57.333333333333336,Long
82653,YPR,YESVANTPUR J,JP,JAIPUR JN.,2440,2585.0,43.083333333333336,Long
82654,JP,JAIPUR JN.,YPR,YESVANTPUR J,2440,2630.0,43.833333333333336,Long
82665,YPR,YESVANTPUR J,VSG,VASCO-DA-GAM,668,369.0,6.15,Long
82666,VSG,VASCO-DA-GAM,YPR,YESVANTPUR J,663,368.0,6.133333333333334,Long
90540,VR,VIRAR,CCG,CHURCHGATE,60,103.0,1.7166666666666666,Short
90981,CCG,CHURCHGATE,VR,VIRAR,59,86.0,1.4333333333333333,Short
91392,RVJ,RAVLI JN,CSMT,CST-MUMBAI,10,21.0,0.35,Short
91393,CSMT,CST-MUMBAI,RVJ,RAVLI JN,10,20.0,0.3333333333333333,Short
91394,RVJ,RAVLI JN,CSMT,CST-MUMBAI,10,20.0,0.3333333333333333,Short
91395,CSMT,CST-MUMBAI,RVJ,RAVLI JN,10,20.0,0.3333333333333333,Short
91396,RVJ,RAVLI JN,CSMT,CST-MUMBAI,10,21.0,0.35,Short
91491,CSMT,CST-MUMBAI,RVJ,RAVLI JN,10,20.0,0.3333333333333333,Short
93001,VR,VIRAR,DRD,DAHANU ROAD,63,75.0,1.25,Short
93002,DRD,DAHANU ROAD,ADH,ANDHERI,101,114.0,1.9,Medium
93003,VR,VIRAR,DRD,DAHANU ROAD,63,78.0,1.3,Short
93004,DRD,DAHANU ROAD,VR,VIRAR,63,80.0,1.3333333333333333,Short
93005,CCG,CHURCHGATE,DRD,DAHANU ROAD,123,152.0,2.533333333333333,Medium
93006,DRD,DAHANU ROAD,CCG,CHURCHGATE,123,164.0,2.7333333333333334,Medium
93007,CCG,CHURCHGATE,DRD,DAHANU ROAD,123,176.0,2.933333333333333,Medium
93008,DRD,DAHANU ROAD,BVI,BORIVLI,89,113.0,1.8833333333333333,Short
93009,ADH,ANDHERI,DRD,DAHANU ROAD,101,132.0,2.2,Medium
93010,DRD,DAHANU ROAD,VR,VIRAR,63,75.0,1.25,Short
93011,VR,VIRAR,DRD,DAHANU ROAD,63,85.0,1.4166666666666667,Short
93012,DRD,DAHANU ROAD,VR,VIRAR,63,75.0,1.25,Short
93013,BVI,BORIVLI,DRD,DAHANU ROAD,89,109.0,1.8166666666666667,Short
93014,DRD,DAHANU ROAD,VR,VIRAR,63,75.0,1.25,Short
93015,CCG,CHURCHGATE,DRD,DAHANU ROAD,123,172.0,2.8666666666666667,Medium
93016,DRD,DAHANU ROAD,CCG,CHURCHGATE,123,155.0,2.5833333333333335,Medium
93017,VR,VIRAR,DRD,DAHANU ROAD,63,80.0,1.3333333333333333,Short
93018,DRD,DAHANU ROAD,VR,VIRAR,63,75.0,1.25,Short
93019,VR,VIRAR,DRD,DAHANU ROAD,63,80.0,1.3333333333333333,Short
93020,DRD,DAHANU ROAD,DDR,DADAR,113,133.0,2.216666666666667,Medium
93021,VR,VIRAR,DRD,DAHANU ROAD,63,80.0,1.3333333333333333,Short
93022,DRD,DAHANU ROAD,DDR,DADAR,113,147.0,2.45,Medium
93023,VR,VIRAR,DRD,DAHANU ROAD,63,100.0,1.6666666666666667,Short
93024,DRD,DAHANU ROAD,VR,VIRAR,63,75.0,1.25,Short
93025,CCG,CHURCHGATE,DRD,DAHANU ROAD,123,163.0,2.716666666666667,Medium
93026,DRD,DAHANU ROAD,CCG,CHURCHGATE,123,159.0,2.65,Medium
93027,DDR,DADAR,DRD,DAHANU ROAD,113,148.0,2.466666666666667,Medium
93028,DRD,DAHANU ROAD,CCG,CHURCHGATE,123,166.0,2.7666666666666666,Medium
93029,DDR,DADAR,DRD,DAHANU ROAD,113,145.0,2.4166666666666665,Medium
93030,DRD,DAHANU ROAD,CCG,CHURCHGATE,123,152.0,2.533333333333333,Medium
93031,VR,VIRAR,DRD,DAHANU ROAD,63,75.0,1.25,Short
93032,DRD,DAHANU ROAD,VR,VIRAR,63,75.0,1.25,Short
93033,CCG,CHURCHGATE,DRD,DAHANU ROAD,123,158.0,2.6333333333333333,Medium
93034,DRD,DAHANU ROAD,VR,VIRAR,63,75.0,1.25,Short
93101,VR,VIRAR,DRD,DAHANU ROAD,63,78.0,1.3,Short
93102,DRD,DAHANU ROAD,VR,VIRAR,63,80.0,1.3333333333333333,Short
93103,CCG,CHURCHGATE,DRD,DAHANU ROAD,123,152.0,2.533333333333333,Medium
93104,DRD,DAHANU ROAD,VR,VIRAR,63,75.0,1.25,Short
93105,VR,VIRAR,DRD,DAHANU ROAD,63,85.0,1.4166666666666667,Short
93109,VR,VIRAR,DRD,DAHANU ROAD,63,80.0,1.3333333333333333,Short
95001,KYN,KALYAN JN,PDI,PALASDARI,49,56.0,0.9333333333333333,Short
95002,PDI,PALASDARI,KYN,KALYAN JN,49,58.0,0.9666666666666667,Short
95003,KYN,KALYAN JN,PDI,PALASDARI,49,58.0,0.9666666666666667,Short
95004,PDI,PALASDARI,KYN,KALYAN JN,49,62.0,1.0333333333333334,Short
95005,KYN,KALYAN JN,PDI,PALASDARI,49,58.0,0.9666666666666667,Short
95006,PDI,PALASDARI,KYN,KALYAN JN,49,58.0,0.9666666666666667,Short
95007,KYN,KALYAN JN,PDI,PALASDARI,49,57.0,0.95,Short
95008,PDI,PALASDARI,KYN,KALYAN JN,49,58.0,0.9666666666666667,Short
95009,KYN,KALYAN JN,PDI,PALASDARI,49,57.0,0.95,Short
95010,PDI,PALASDARI,KYN,KALYAN JN,49,58.0,0.9666666666666667,Short
95011,KYN,KALYAN JN,PDI,PALASDARI,49,56.0,0.9333333333333333,Short
95012,PDI,PALASDARI,KYN,KALYAN JN,49,59.0,0.9833333333333333,Short
95013,KYN,KALYAN JN,PDI,PALASDARI,49,57.0,0.95,Short
95101,KYN,KALYAN JN,KJT,KARJAT,46,52.0,0.8666666666666667,Short
95102,KJT,KARJAT,KYN,KALYAN JN,46,50.0,0.8333333333333334,Short
95103,KYN,KALYAN JN,KJT,KARJAT,46,53.0,0.8833333333333333,Short
95104,KJT,KARJAT,KYN,KALYAN JN,46,50.0,0.8333333333333334,Short
95105,KYN,KALYAN JN,KJT,KARJAT,46,51.0,0.85,Short
95106,KJT,KARJAT,KYN,KALYAN JN,46,51.0,0.85,Short
95107,KYN,KALYAN JN,KJT,KARJAT,46,50.0,0.8333333333333334,Short
95108,KJT,KARJAT,KYN,KALYAN JN,46,51.0,0.85,Short
95109,KYN,KALYAN JN,KJT,KARJAT,46,50.0,0.8333333333333334,Short
95110,KJT,KARJAT,KYN,KALYAN JN,46,50.0,0.8333333333333334,Short
95111,KYN,KALYAN JN,KJT,KARJAT,46,50.0,0.8333333333333334,Short
95112,KJT,KARJAT,KYN,KALYAN JN,46,50.0,0.8333333333333334,Short
95113,KYN,KALYAN JN,KJT,KARJAT,46,51.0,0.85,Short
95114,KJT,KARJAT,KYN,KALYAN JN,46,50.0,0.8333333333333334,Short
95115,KYN,KALYAN JN,KJT,KARJAT,46,50.0,0.8333333333333334,Short
95116,KJT,KARJAT,KYN,KALYAN JN,46,50.0,0.8333333333333334,Short
95117,KYN,KALYAN JN,KJT,KARJAT,46,50.0,0.8333333333333334,Short
95118,KJT,KARJAT,KYN,KALYAN JN,46,51.0,0.85,Short
95119,KYN,KALYAN JN,KJT,KARJAT,46,50.0,0.8333333333333334,Short
95120,KJT,KARJAT,KYN,KALYAN JN,46,50.0,0.8333333333333334,Short
95121,KYN,KALYAN JN,KJT,KARJAT,46,52.0,0.8666666666666667,Short
95122,KJT,KARJAT,KYN,KALYAN JN,46,50.0,0.8333333333333334,Short
95123,KYN,KALYAN JN,KJT,KARJAT,46,50.0,0.8333333333333334,Short
95124,KJT,KARJAT,KYN,KALYAN JN,46,51.0,0.85,Short
95125,KYN,KALYAN JN,KJT,KARJAT,46,50.0,0.8333333333333334,Short
95126,KJT,KARJAT,KYN,KALYAN JN,46,50.0,0.8333333333333334,Short
95127,KYN,KALYAN JN,KJT,KARJAT,46,51.0,0.85,Short
95128,KJT,KARJAT,KYN,KALYAN JN,46,50.0,0.8333333333333334,Short
95129,KYN,KALYAN JN,KJT,KARJAT,46,52.0,0.8666666666666667,Short
95130,KJT,KARJAT,KYN,KALYAN JN,46,50.0,0.8333333333333334,Short
95131,KYN,KALYAN JN,KJT,KARJAT,46,50.0,0.8333333333333334,Short
95132,KJT,KARJAT,KYN,KALYAN JN,46,50.0,0.8333333333333334,Short
95134,KJT,KARJAT,KYN,KALYAN JN,46,51.0,0.85,Short
95136,KJT,KARJAT,KYN,KALYAN JN,46,50.0,0.8333333333333334,Short
95138,KJT,KARJAT,KYN,KALYAN JN,46,50.0,0.8333333333333334,Short
95140,KJT,KARJAT,KYN,KALYAN JN,46,52.0,0.8666666666666667,Short
95142,KJT,KARJAT,KYN,KALYAN JN,46,50.0,0.8333333333333334,Short
95144,KJT,KARJAT,KYN,KALYAN JN,46,50.0,0.8333333333333334,Short
95201,KYN,KALYAN JN,BUD,BADLAPUR,14,18.0,0.3,Short
95202,BUD,BADLAPUR,KYN,KALYAN JN,14,19.0,0.31666666666666665,Short
95203,KYN,KALYAN JN,BUD,BADLAPUR,14,22.0,0.36666666666666664,Short
95204,BUD,BADLAPUR,KYN,KALYAN JN,14,18.0,0.3,Short
95205,KYN,KALYAN JN,BUD,BADLAPUR,14,19.0,0.31666666666666665,Short
95206,BUD,BADLAPUR,KYN,KALYAN JN,14,19.0,0.31666666666666665,Short
95207,KYN,KALYAN JN,BUD,BADLAPUR,14,20.0,0.3333333333333333,Short
95208,BUD,BADLAPUR,KYN,KALYAN JN,14,20.0,0.3333333333333333,Short
95209,KYN,KALYAN JN,BUD,BADLAPUR,14,19.0,0.31666666666666665,Short
95210,BUD,BADLAPUR,KYN,KALYAN JN,14,19.0,0.31666666666666665,Short
95211,KYN,KALYAN JN,BUD,BADLAPUR,14,19.0,0.31666666666666665,Short
95212,BUD,BADLAPUR,KYN,KALYAN JN,14,20.0,0.3333333333333333,Short
95213,KYN,KALYAN JN,BUD,BADLAPUR,14,19.0,0.31666666666666665,Short
95214,BUD,BADLAPUR,KYN,KALYAN JN,14,20.0,0.3333333333333333,Short
95215,KYN,KALYAN JN,BUD,BADLAPUR,14,22.0,0.36666666666666664,Short
95216,BUD,BADLAPUR,KYN,KALYAN JN,14,20.0,0.3333333333333333,Short
95217,KYN,KALYAN JN,BUD,BADLAPUR,14,21.0,0.35,Short
95218,BUD,BADLAPUR,KYN,KALYAN JN,14,19.0,0.31666666666666665,Short
95219,KYN,KALYAN JN,BUD,BADLAPUR,14,19.0,0.31666666666666665,Short
95220,BUD,BADLAPUR,KYN,KALYAN JN,14,19.0,0.31666666666666665,Short
95221,KYN,KALYAN JN,BUD,BADLAPUR,14,18.0,0.3,Short
95222,BUD,BADLAPUR,KYN,KALYAN JN,14,19.0,0.31666666666666665,Short
95223,KYN,KALYAN JN,BUD,BADLAPUR,14,21.0,0.35,Short
95224,BUD,BADLAPUR,KYN,KALYAN JN,14,19.0,0.31666666666666665,Short
95225,KYN,KALYAN JN,BUD,BADLAPUR,14,20.0,0.3333333333333333,Short
95226,BUD,BADLAPUR,KYN,KALYAN JN,14,19.0,0.31666666666666665,Short
95227,KYN,KALYAN JN,BUD,BADLAPUR,14,19.0,0.31666666666666665,Short
95228,BUD,BADLAPUR,KYN,KALYAN JN,14,19.0,0.31666666666666665,Short
95229,KYN,KALYAN JN,BUD,BADLAPUR,14,20.0,0.3333333333333333,Short
95230,BUD,BADLAPUR,KYN,KALYAN JN,14,20.0,0.3333333333333333,Short
95231,KYN,KALYAN JN,BUD,BADLAPUR,14,20.0,0.3333333333333333,Short
95232,BUD,BADLAPUR,KYN,KALYAN JN,14,19.0,0.31666666666666665,Short
95233,KYN,KALYAN JN,BUD,BADLAPUR,14,20.0,0.3333333333333333,Short
95234,BUD,BADLAPUR,KYN,KALYAN JN,14,21.0,0.35,Short
95235,KYN,KALYAN JN,BUD,BADLAPUR,14,19.0,0.31666666666666665,Short
95236,BUD,BADLAPUR,KYN,KALYAN JN,14,19.0,0.31666666666666665,Short
95237,KYN,KALYAN JN,BUD,BADLAPUR,14,19.0,0.31666666666666665,Short
95239,KYN,KALYAN JN,BUD,BADLAPUR,14,21.0,0.35,Short
95241,KYN,KALYAN JN,BUD,BADLAPUR,14,21.0,0.35,Short
95301,KYN,KALYAN JN,ABH,AMBERNATH,6,12.0,0.2,Short
95302,ABH,AMBERNATH,KYN,KALYAN JN,6,12.0,0.2,Short
95303,KYN,KALYAN JN,ABH,AMBERNATH,6,13.0,0.21666666666666667,Short
95304,ABH,AMBERNATH,KYN,KALYAN JN,6,12.0,0.2,Short
95305,KYN,KALYAN JN,ABH,AMBERNATH,6,12.0,0.2,Short
95306,ABH,AMBERNATH,KYN,KALYAN JN,6,12.0,0.2,Short
95307,KYN,KALYAN JN,ABH,AMBERNATH,6,12.0,0.2,Short
95308,ABH,AMBERNATH,KYN,KALYAN JN,6,12.0,0.2,Short
95309,KYN,KALYAN JN,ABH,AMBERNATH,6,13.0,0.21666666666666667,Short
95310,ABH,AMBERNATH,KYN,KALYAN JN,6,12.0,0.2,Short
95311,KYN,KALYAN JN,ABH,AMBERNATH,6,14.0,0.23333333333333334,Short
95312,ABH,AMBERNATH,KYN,KALYAN JN,6,12.0,0.2,Short
95313,KYN,KALYAN JN,ABH,AMBERNATH,6,12.0,0.2,Short
95314,ABH,AMBERNATH,KYN,KALYAN JN,6,12.0,0.2,Short
95315,KYN,KALYAN JN,ABH,AMBERNATH,6,12.0,0.2,Short
95316,ABH,AMBERNATH,KYN,KALYAN JN,6,12.0,0.2,Short
95317,KYN,KALYAN JN,ABH,AMBERNATH,6,11.0,0.18333333333333332,Short
95318,ABH,AMBERNATH,KYN,KALYAN JN,6,13.0,0.21666666666666667,Short
95319,KYN,KALYAN JN,ABH,AMBERNATH,6,13.0,0.21666666666666667,Short
95320,ABH,AMBERNATH,KYN,KALYAN JN,6,12.0,0.2,Short
95321,KYN,KALYAN JN,ABH,AMBERNATH,6,11.0,0.18333333333333332,Short
95322,ABH,AMBERNATH,KYN,KALYAN JN,6,12.0,0.2,Short
95323,KYN,KALYAN JN,ABH,AMBERNATH,6,12.0,0.2,Short
95324,ABH,AMBERNATH,KYN,KALYAN JN,6,12.0,0.2,Short
95325,KYN,KALYAN JN,ABH,AMBERNATH,6,12.0,0.2,Short
95326,ABH,AMBERNATH,KYN,KALYAN JN,6,12.0,0.2,Short
95327,KYN,KALYAN JN,ABH,AMBERNATH,6,14.0,0.23333333333333334,Short
95328,ABH,AMBERNATH,KYN,KALYAN JN,6,12.0,0.2,Short
95329,KYN,KALYAN JN,ABH,AMBERNATH,6,12.0,0.2,Short
95330,ABH,AMBERNATH,KYN,KALYAN JN,6,12.0,0.2,Short
95331,KYN,KALYAN JN,ABH,AMBERNATH,6,12.0,0.2,Short
95332,ABH,AMBERNATH,KYN,KALYAN JN,6,12.0,0.2,Short
95334,ABH,AMBERNATH,KYN,KALYAN JN,6,14.0,0.23333333333333334,Short
95336,ABH,AMBERNATH,KYN,KALYAN JN,6,13.0,0.21666666666666667,Short
95338,ABH,AMBERNATH,KYN,KALYAN JN,6,13.0,0.21666666666666667,Short
95340,ABH,AMBERNATH,KYN,KALYAN JN,6,13.0,0.21666666666666667,Short
95342,ABH,AMBERNATH,KYN,KALYAN JN,6,12.0,0.2,Short
95401,KYN,KALYAN JN,KSRA,KASARA,67,76.0,1.2666666666666666,Short
95402,KSRA,KASARA,KYN,KALYAN JN,67,70.0,1.1666666666666667,Short
95403,KYN,KALYAN JN,KSRA,KASARA,67,70.0,1.1666666666666667,Short
95404,KSRA,KASARA,KYN,KALYAN JN,67,71.0,1.1833333333333333,Short
95405,KYN,KALYAN JN,KSRA,KASARA,67,71.0,1.1833333333333333,Short
95406,KSRA,KASARA,KYN,KALYAN JN,67,73.0,1.2166666666666666,Short
95407,KYN,KALYAN JN,KSRA,KASARA,67,73.0,1.2166666666666666,Short
95408,KSRA,KASARA,KYN,KALYAN JN,67,72.0,1.2,Short
95409,KYN,KALYAN JN,KSRA,KASARA,67,70.0,1.1666666666666667,Short
95410,KSRA,KASARA,KYN,KALYAN JN,67,71.0,1.1833333333333333,Short
95411,KYN,KALYAN JN,KSRA,KASARA,67,70.0,1.1666666666666667,Short
95412,KSRA,KASARA,KYN,KALYAN JN,67,70.0,1.1666666666666667,Short
95413,KYN,KALYAN JN,KSRA,KASARA,67,70.0,1.1666666666666667,Short
95414,KSRA,KASARA,KYN,KALYAN JN,67,71.0,1.1833333333333333,Short
95415,KYN,KALYAN JN,KSRA,KASARA,67,70.0,1.1666666666666667,Short
95416,KSRA,KASARA,KYN,KALYAN JN,67,71.0,1.1833333333333333,Short
95417,KYN,KALYAN JN,KSRA,KASARA,67,70.0,1.1666666666666667,Short
95418,KSRA,KASARA,KYN,KALYAN JN,67,70.0,1.1666666666666667,Short
95419,KYN,KALYAN JN,KSRA,KASARA,67,72.0,1.2,Short
